domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
charterbrokerage.net,charterbrokerage.net,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:infotech@charterbrokerage.net,mailto:infotech@charterbrokerage.net,quarantine,"0, charterbrokerage-net.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:infotech@charterbrokerage.net; ruf=mailto:infotech@charterbrokerage.net; fo=1,charterbrokerage.net,,,,,,,dns101.register.com|dns102.register.com,,
chippewaboots.com,chippewaboots.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,chippewaboots.com,,,,,,,ns-1324.awsdns-37.org|ns-153.awsdns-19.com|ns-1966.awsdns-53.co.uk|ns-534.awsdns-02.net,,
claytonhomes.com,claytonhomes.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc_agg@vali.email,,reject,"10, mxa-000e6302.gslb.pphosted.com|10, mxb-000e6302.gslb.pphosted.com",,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ip4:129.152.47.20 ip4:129.152.47.21 include:spf_c.oraclecloud.com ~all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,claytonhomes.com,,,,,,,ns71.domaincontrol.com|ns72.domaincontrol.com,,
coilmastercorp.com,coilmastercorp.com,False,True,False,,,,,,,,,,,"10, owa.coilmastercorp.com",,,v=spf1 mx a ptr ip4:12.248.154.194 ip4:74.208.7.105 ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5,A DMARC record does not exist for this domain or its base domain,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
commercialzone.com,commercialzone.com,True,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, commercialzone-com.mail.protection.outlook.com",,,v=spf1 a mx include:spf.protection.outlook.com include:servers.mcsv.net include:sfp.sendinblue.com -all,v=DMARC1; p=none,commercialzone.com,,,"('sfp.sendinblue.com does not have a SPF TXT record ', 'sfp.sendinblue.com')",,,rua tag (destination for aggregate reports) not found,ns-cloud-a1.googledomains.com|ns-cloud-a2.googledomains.com|ns-cloud-a3.googledomains.com|ns-cloud-a4.googledomains.com,,
cornelius.com,cornelius.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dkim@cornelius.com,mailto:dkim@cornelius.com,none,"1, cornelius-com.mail.protection.outlook.com",,,v=spf1 include:spf1.cornelius.com include:spf2.cornelius.com -all,v=DMARC1; p=none; pct=100; rua=mailto:dkim@cornelius.com; ruf=mailto:dkim@cornelius.com; fo=1,cornelius.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.40.1 is mail-cy4pr03cu00101.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-cy4pr03cu00101.inbound.protection.outlook.com do not resolve to 52.101.40.1|52.101.8.36 does not have any reverse DNS (PTR) records",,,,,pdns05.domaincontrol.com|pdns06.domaincontrol.com,,
cort.com,cort.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc.aggregate@cort.com|mailto:re+pqckw1y57k0@dmarc.postmarkapp.com|mailto:dmarc_agg@vali.email,mailto:dmarc.failure@cort.com,reject,"10, esa1.hc3478-55.iphmx.com|10, esa2.hc3478-55.iphmx.com|10, esa3.hc3478-55.iphmx.com|10, esa4.hc3478-55.iphmx.com",,,v=spf1 ip4:68.232.148.100 ip4:68.232.146.137 ip4:184.94.241.96 ip4:68.232.146.174 ip4:68.232.148.97 ip4:208.76.24.0/22 ip4:35.227.130.0/24 ip4:34.82.162.0/24 include:_spf.kubra.com include:_spf.ultipro.com ip4:141.146.165.24/29 ip4:184.94.241.74 ip4:23.21.109.197 ip4:23.21.109.212 ip4:147.160.167.0/26 ip4:199.115.76.97 ip4:199.115.76.18 ip4:199.115.76.26 ip4:199.115.76.131 ip4:199.115.76.132 ip4:199.66.223.104 ip4:199.66.223.105 ip4:209.112.4.11 ip4:209.112.4.25 ip4:72.14.161.11 ip4:72.14.161.25 ip4:158.106.68.11 ip4:158.106.68.25 ip4:205.216.45.11 ip4:205.216.45.25 ip4:209.66.117.11 ip4:209.66.117.25 ip4:4.35.200.128/25 ip4:4.15.33.128/25 ip4:13.90.83.200 ip4:66.231.88.206 ip4:208.184.224.19 ip4:162.248.184.0/22 ip4:64.207.216.0/22 a:psm.knowbe4.com include:spf.protection.outlook.com include:_spf.salesforce.com include:cust-spf.exacttarget.com -all,"v=DMARC1;p=reject;pct=100;rua=mailto:dmarc.aggregate@cort.com,mailto:re+pqckw1y57k0@dmarc.postmarkapp.com,mailto:dmarc_agg@vali.email;ruf=mailto:dmarc.failure@cort.com; fo=1",cort.com,,,,,,Some DMARC reporters might not send to more than two rua URIs,ns-1233.awsdns-26.org|ns-1709.awsdns-21.co.uk|ns-408.awsdns-51.com|ns-623.awsdns-13.net,,
csi-omaha.com,csi-omaha.com,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 ip4:66.234.0.104 ip4:207.138.58.100 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com mx ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns40.worldnic.com|ns39.worldnic.com,,
ctbinc.com,ctbinc.com,False,False,False,,,,,,,,,,,,,,v=spf1 a mx ip4:216.194.104.87 ip4:67.134.232.227/29 ip4:207.178.132.223 ip4:108.178.250.64/28 ip4:192.119.233.128/28 ip4:199.200.103.23 ip4:208.40.251.4 ip4:192.254.121.248 include:_spf.google.com include:spf.protection.outlook.com include:_phishspf.knowbe4.com include:spf_c.oraclecloud.com ip4:204.48.16.118 a:relays.digitalhill.com ~all,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,,Parsing the SPF record requires 12/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,ns85.worldnic.com|ns86.worldnic.com,,
dairyqueen.com,dairyqueen.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('dairyqueen.com does not have a SPF TXT record', 'dairyqueen.com'), 'dairyqueen.com')",,A DMARC record does not exist for this domain or its base domain,,ns1-05.azure-dns.com|ns2-05.azure-dns.net|ns3-05.azure-dns.org|ns4-05.azure-dns.info,,
dcim.com,dcim.com,False,True,False,,,,,,,,,,,"0, dcim-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
deaproducts.com,deaproducts.com,False,False,False,,,,,,,,,,,"10, dea-exchange.deaproducts.com",,,,,,,209.17.116.163 does not have any reverse DNS (PTR) records,"('deaproducts.com does not have a SPF TXT record ', 'deaproducts.com')",,A DMARC record does not exist for this domain or its base domain,,ns76.worldnic.com|ns75.worldnic.com,,
displaytechnologies.com,displaytechnologies.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('displaytechnologies.com does not have a SPF TXT record ', 'displaytechnologies.com')",,A DMARC record does not exist for this domain or its base domain,,ns23.domaincontrol.com|ns24.domaincontrol.com,,
doublehboots.com,doublehboots.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,doublehboots.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.139.110.242 is us-smtp-inbound-2.mimecast.com, but the A/AAAA DNS records for us-smtp-inbound-2.mimecast.com do not resolve to 205.139.110.242",,,,,ns-1055.awsdns-03.org|ns-1920.awsdns-48.co.uk|ns-68.awsdns-08.com|ns-874.awsdns-45.net,,
dur-o-wal.com,dur-o-wal.com,False,True,False,,,,,,,,,,,"0, dur-o-wal.com",,,v=spf1 +a +mx +ip4:70.39.251.113 ?all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns.inmotionhosting.com|ns2.inmotionhosting.com,,
duracell.com,duracell.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc_agg@vali.email,,reject,"0, duracell-com.mail.protection.outlook.com",,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,duracell.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,dns1.cscdns.net|dns2.cscdns.net,,
ebby.com,ebby.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:dmarc@ebby.com,,none,"100, aspmx.l.google.com|200, alt1.aspmx.l.google.com|300, alt2.aspmx.l.google.com|400, alt3.aspmx.l.google.com|400, alt4.aspmx.l.google.com|400, mx.sendgrid.net",,,v=spf1 ip4:52.176.5.139 include:_spf.google.com mx:mx.sendgrid.net include:spf1.ebby.com include:spf2.ebby.com include:mailgun.org ~all,v=DMARC1; p=none; rua=mailto:dmarc@ebby.com,ebby.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,mx.sendgrid.net does not have any MX records,,,ns1-04.azure-dns.com|ns2-04.azure-dns.net|ns3-04.azure-dns.org|ns4-04.azure-dns.info|n21.ebby.com|ns2.ebby.com|ns4.ebby.com,,
ebbyhallidaycompanies.com,ebbyhallidaycompanies.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('ebbyhallidaycompanies.com does not have a SPF TXT record ', 'ebbyhallidaycompanies.com')",,A DMARC record does not exist for this domain or its base domain,,ns1-08.azure-dns.com|ns2-08.azure-dns.net|ns3-08.azure-dns.org|ns4-08.azure-dns.info,,
ecodyne.com,ecodyne.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:helpdesk@skynetinnovations.com,,quarantine,"0, ecodyne-com.mail.protection.outlook.com",,,v=spf1 ip4:70.38.249.170 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:helpdesk@skynetinnovations.com,ecodyne.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.11.10 is mail-sa9pr03cu00202.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-sa9pr03cu00202.inbound.protection.outlook.com do not resolve to 52.101.11.10|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.42.13 is mail-mw2pr02cu00405.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-mw2pr02cu00405.inbound.protection.outlook.com do not resolve to 52.101.42.13|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.42.4 is mail-co1pr03cu00104.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-co1pr03cu00104.inbound.protection.outlook.com do not resolve to 52.101.42.4",,,,"skynetinnovations.com does not indicate that it accepts DMARC reports about ecodyne.com - Authorization record not found: ecodyne.com._report._dmarc.skynetinnovations.com ""                     IN TXT ""v=DMARC1""",emma.ns.cloudflare.com|rodney.ns.cloudflare.com,,
ecowater-europe.com,ecowater-europe.com,False,True,False,,,,,,,,,,,"0, ecowatereurope-com02b.mail.protection.outlook.com",,,v=spf1 include:spf.deltablue.cloud include:_spf.relay.mailprotect.be include:spf.protection.outlook.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,aragorn.ns.cloudflare.com|linda.ns.cloudflare.com,,
ecowater.com,ecowater.com,False,True,False,,,,,,,,,,,"5, ecowater-com.mail.protection.outlook.com",,,v=spf1 ip4:50.205.77.232 include:spf.protection.outlook.com include:sparkpostmail.com ip4:162.254.165.202 ip4:104.130.163.253 ip4:104.130.163.221 ip4:132.148.140.174 -all,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.11.2 is mail-sn1pr03cu00102.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-sn1pr03cu00102.inbound.protection.outlook.com do not resolve to 52.101.11.2",,,A DMARC record does not exist for this domain or its base domain,,jean.ns.cloudflare.com|kirk.ns.cloudflare.com,,
ecowater.com.cn,ecowater.com.cn,False,True,False,,,,,,,,,,,"1, ecowater-com-cn.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.137.2 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,vip1.alidns.com|vip2.alidns.com,,
eden-retail.com,eden-retail.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('eden-retail.com does not have a SPF TXT record', 'eden-retail.com'), 'eden-retail.com')",,A DMARC record does not exist for this domain or its base domain,,ns2.livedns.co.uk|ns3.livedns.co.uk|ns1.livedns.co.uk,,
elliswatts.com,elliswatts.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:us._netblocks.mimecast.com include:_spf.salesforce.com include:_spf.psm.knowbe4.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns88.worldnic.com|ns87.worldnic.com,,
enersul.com,enersul.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:re+ht0mnmlpizl@dmarc.postmarkapp.com,,none,"0, enersul-com.mail.protection.outlook.com",,,v=spf1 ip4:209.115.239.22 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+ht0mnmlpizl@dmarc.postmarkapp.com; sp=none; aspf=r;,enersul.com,,104.47.75.228 does not have any reverse DNS (PTR) records,,,,,perla.ns.cloudflare.com|everton.ns.cloudflare.com,,
exsif.com,exsif.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, exsif-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:sendgrid.net -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com,exsif.com,,,,,,,ns19.worldnic.com|ns20.worldnic.com,,
fechheimer.com,fechheimer.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"2, mxa-00172d01.gslb.pphosted.com|2, mxb-00172d01.gslb.pphosted.com",,,v=spf1 include:spf-00172d01.pphosted.com include:servers.mcsv.net ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,fechheimer.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 67.231.156.193 is mx0b-00172d01.pphosted.com, but the A/AAAA DNS records for mx0b-00172d01.pphosted.com do not resolve to 67.231.156.193",,,,,ns61.worldnic.com|ns62.worldnic.com,,
fifthwheel.com,fifthwheel.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:re+pedbz44l9vk@dmarc.postmarkapp.com,,none,"0, fifthwheel-com.mail.protection.outlook.com",,,v=spf1 ip4:142.4.2.117 ip4:216.171.76.42 include:spf.constantcontact.com include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; pct=100; rua=mailto:re+pedbz44l9vk@dmarc.postmarkapp.com; sp=none; aspf=r;,fifthwheel.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns83.worldnic.com|ns84.worldnic.com,,
filtrextechnologies.com,filtrextechnologies.com,False,False,False,,,,,,,,,,,"0, mail.filtrextechnologies.com",,,v=spf1 ip4:96.125.162.107 ip4:69.49.250.32 a mx include:websitewelcome.com ~all,,,,"The domain 96-125-162-131.unifiedlayer.com does not exist|The reverse DNS of 96.125.162.131 is 96-125-162-131.unifiedlayer.com, but the A/AAAA DNS records for 96-125-162-131.unifiedlayer.com do not resolve to 96.125.162.131",Parsing the SPF record requires 12/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,cns9.bigrock.com|cns10.bigrock.com,,
flightsafety.com,flightsafety.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:35ad3d10243a396@rep.dmarcanalyzer.com,mailto:35ad3d10243a396@for.dmarcanalyzer.com,none,"10, usb-smtp-inbound-1.mimecast.com|10, usb-smtp-inbound-2.mimecast.com",,,v=spf1 redirect=3sn0zc15._spf._d.mim.ec,v=DMARC1; p=none; rua=mailto:35ad3d10243a396@rep.dmarcanalyzer.com; ruf=mailto:35ad3d10243a396@for.dmarcanalyzer.com; fo=1;,flightsafety.com,,,,,,,ns1-07.azure-dns.com|ns2-07.azure-dns.net|ns3-07.azure-dns.org|ns4-07.azure-dns.info,,
fontainemodification.com,fontainemodification.com,False,False,False,,,,,,,,,,,"10, aspmx.l.google.com|20, alt1.aspmx.l.google.com|30, alt2.aspmx.l.google.com|40, alt3.aspmx.l.google.com|50, alt4.aspmx.l.google.com",,,,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 2607:f8b0:400c:c08::1b is ua-in-x1b.1e100.net, but the A/AAAA DNS records for ua-in-x1b.1e100.net do not resolve to 2607:f8b0:400c:c08::1b|2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records","(SPFRecordNotFound('fontainemodification.com does not have a SPF TXT record. SPF type DNS records found. Use of DNS Type SPF has been removed in the standards track version of SPF, RFC 7208. These records should be removed and replaced with TXT records: v=spf1 a mx include:md02.com ~all', 'fontainemodification.com'), 'fontainemodification.com')",,A DMARC record does not exist for this domain or its base domain,,ns10.wixdns.net|ns11.wixdns.net,,
fontainespecialized.com,fontainespecialized.com,False,True,False,,,,,,,,,,,"0, fontainespecialized-com.mail.protection.outlook.com",,,v=spf1 ip4:71.29.202.162 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dalary.ns.cloudflare.com|felicity.ns.cloudflare.com,,
fontainetrailer.com,fontainetrailer.com,False,False,False,,,,,,,,,,,"5, news.fontainetrailer.com|10, contact.fontainetrailer.com|10, news.fontainetrailer.com|10, smtp.fontainetrailer.net",,,,,,,news.fontainetrailer.com does not have any A or AAAA DNS records|contact.fontainetrailer.com does not have any A or AAAA DNS records|Hostname news.fontainetrailer.com is listed in multiple MX records,"(SPFRecordNotFound('fontainetrailer.com does not have a SPF TXT record', 'fontainetrailer.com'), 'fontainetrailer.com')",,A DMARC record does not exist for this domain or its base domain,,dalary.ns.cloudflare.com|felicity.ns.cloudflare.com,,
forestriverinc.com,forestriverinc.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:dmarc_agg@vali.email|mailto:e836bd1f19f2934@rep.dmarcanalyzer.com,mailto:e836bd1f19f2934@for.dmarcanalyzer.com,quarantine,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 ip4:70.34.160.45 ip4:50.116.27.233 include:_netblocks.mimecast.com include:spf.constantcontact.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com -all,"v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,mailto:e836bd1f19f2934@rep.dmarcanalyzer.com; ruf=mailto:e836bd1f19f2934@for.dmarcanalyzer.com; fo=1",forestriverinc.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.139.110.141 is us-smtp-inbound-1.mimecast.com, but the A/AAAA DNS records for us-smtp-inbound-1.mimecast.com do not resolve to 205.139.110.141",,,,,ns29.worldnic.com|ns30.worldnic.com,,
fotlinc.com,fotlinc.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:fruit@rua.agari.com,mailto:fruit@ruf.agari.com,none,"0, fotlinc-com.mail.protection.outlook.com",,,v=spf1 mx include:spfip.fotlinc.com include:spf.protection.outlook.com include:spfinksoft.fotlinc.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:fruit@rua.agari.com; ruf=mailto:fruit@ruf.agari.com,fotlinc.com,,,,,,,udns1.cscdns.net|udns2.cscdns.uk,,
freogroup.com.au,freogroup.com.au,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:rua+freogroup.com.au@dmarc.barracudanetworks.com,mailto:ruf+freogroup.com.au@dmarc.barracudanetworks.com,reject,"10, d148915a.ess.barracudanetworks.com|20, d148915b.ess.barracudanetworks.com",,,v=spf1 ip4:203.22.215.0/24 ip4:203.39.105.192/27 ip4:202.43.84.0/24 ip4:203.38.238.128/27 ip4:210.193.234.110 ip4:103.6.14.43 ip4:34.116.114.234 ip4:34.151.104.119 ip4:34.151.92.114 ip4:167.89.14.124 ip4:203.35.239.156 ip4:203.35.239.155 ip4:220.233.189.231 ip4:58.96.19.143 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com include:servers.mcsv.net include:spf-au.emailsignatures365.com include:spf.mandrillapp.com include:sendgrid.net include:_spf.workforceready.com.au include:autotask.net ~all,v=DMARC1; p=reject; fo=1; rua=mailto:rua+freogroup.com.au@dmarc.barracudanetworks.com; ruf=mailto:ruf+freogroup.com.au@dmarc.barracudanetworks.com,freogroup.com.au,,,,,,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
fruit.com,fruit.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:fruit@rua.agari.com,mailto:fruit@ruf.agari.com,none,"10, fruit-com.mail.protection.outlook.com",,,v=spf1 mx ip4:95.154.202.25 ip4:204.124.208.203 include:spf.protection.outlook.com include:spfbazv.fruit.com include:spfdemandware.fruit.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:fruit@rua.agari.com; ruf=mailto:fruit@ruf.agari.com,fruit.com,,,,,,,udns1.cscdns.net|udns2.cscdns.uk,,
fspray.com,fspray.com,False,False,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:dmarc@marmon.com|mailto:dmarc@mht-tps.com,mailto:dmarc@marmon.com|mailto:dmarc@mht-tps.com,quarantine,"0, smtp.secureserver.net|10, mailstore1.secureserver.net",,,,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@marmon.com,mailto:dmarc@mht-tps.com; ruf=mailto:dmarc@marmon.com,mailto:dmarc@mht-tps.com; fo=1",fspray.com,,,"('fspray.com does not have a SPF TXT record ', 'fspray.com')",,,"marmon.com does not indicate that it accepts DMARC reports about fspray.com - Authorization record not found: fspray.com._report._dmarc.marmon.com ""                     IN TXT ""v=DMARC1""|mht-tps.com does not indicate that it accepts DMARC reports about fspray.com - Authorization record not found: fspray.com._report._dmarc.mht-tps.com ""                     IN TXT ""v=DMARC1""|marmon.com does not indicate that it accepts DMARC reports about fspray.com - Authorization record not found: fspray.com._report._dmarc.marmon.com ""                     IN TXT ""v=DMARC1""|mht-tps.com does not indicate that it accepts DMARC reports about fspray.com - Authorization record not found: fspray.com._report._dmarc.mht-tps.com ""                     IN TXT ""v=DMARC1""",ns33.domaincontrol.com|ns34.domaincontrol.com,,
futuremetals.com,futuremetals.com,True,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:monitor.office365.dmarc.rua@futuremetals.com,mailto:monitor.office365.dmarc.ruf@futuremetals.com,quarantine,"0, futuremetals-com.mail.protection.outlook.com",,,v=spf1 a:dispatch-us.ppe-hosted.com a:dispatch-eu.ppe-hosted.com include:spf.protection.outlook.com include:amazonses.com ip4:165.227.222.125 ~all,v=DMARC1; p=quarantine; pct=100; fo=1; rua=mailto:monitor.office365.dmarc.rua@futuremetals.com; ruf=mailto:monitor.office365.dmarc.ruf@futuremetals.com,futuremetals.com,,,,,,,ns45.worldnic.com|ns46.worldnic.com,,
garanimals.com,garanimals.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('garanimals.com does not have a SPF TXT record', 'garanimals.com'), 'garanimals.com')",,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,,ns33.worldnic.com|ns34.worldnic.com,,
geico.com,geico.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:geico@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:geico@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"15, mxa-00306701.gslb.pphosted.com|15, mxb-00306701.gslb.pphosted.com",,,v=spf1 include:_spf.messagegears.net mx:libertymutual.com include:servers.mcsv.net include:_spf.qualtrics.com include:spf1.geico.com include:spf2.geico.com include:spf3.geico.com ~all,"v=DMARC1;p=reject;sp=reject;fo=1;ri=3600;rua=mailto:geico@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:geico@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",geico.com,,,,,,,dmtu.mt.ns.els-gms.att.net|a11-67.akam.net|a1-223.akam.net|dbru.br.ns.els-gms.att.net|a4-66.akam.net|a22-65.akam.net|a9-66.akam.net|use1.akam.net|usw1.akam.net|a18-64.akam.net,,
gendon.com,gendon.com,False,True,False,,,,,,,,,,,"1, mx1-us1.ppe-hosted.com|5, mx2-us1.ppe-hosted.com",,,v=spf1 +a include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com -all,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.129.50 is mx1-us1.ppe-hosted.com, but the A/AAAA DNS records for mx1-us1.ppe-hosted.com do not resolve to 148.163.129.50|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 67.231.154.162 is mx1-us1.ppe-hosted.com, but the A/AAAA DNS records for mx1-us1.ppe-hosted.com do not resolve to 67.231.154.162",,,A DMARC record does not exist for this domain or its base domain,,ara.ns.cloudflare.com|lochlan.ns.cloudflare.com,,
